id,label,iri,semantic
Coriell:GM01083,NIGMS-GM01083,,biological artifact
ZP:0022720,"feeding behavior process quality, abnormal",,phenotype
HGNC:19425,IPO9,,gene
ENSEMBL:ENSCAFG00000017620,ENSEMBL:ENSCAFG00000017620,,gene
RGD:1595070,Dppa4,,gene
dictyBase:DDB_G0279151,cenB,,gene
ENSEMBL:ENSOANG00000038661,ENSEMBL:ENSOANG00000038661,,gene
FBcv:0000442,radiation sensitive,,phenotype
ENSEMBL:ENSOANG00000001198,ENSEMBL:ENSOANG00000001198,,gene
ENSEMBL:ENSFCAG00000011685,ENSEMBL:ENSFCAG00000011685,,gene
dbSNP:rs82334,rs82334-A,,variant
RGD:1305283,Cmc1,,gene
Coriell:GM04818,NIGMS-GM04818,,biological artifact
dictyBase:DDB_G0285683,eif3I,,gene
ZFIN:ZDB-GENE-041014-35,stx7l,,gene
EnsemblGenome:BAB96602,EnsemblGenome:BAB96602,,gene
HGNC:6919,MBD4,,gene
ENSEMBL:ENSMODG00000029529,ENSEMBL:ENSMODG00000029529,,gene
WBPhenotype:0001973,germ cell compartment size variant,,phenotype
ZP:0001449,"whole organism curved dorsal, abnormal",,phenotype
ENSEMBL:ENSPTRG00000000614,ENSEMBL:ENSPTRG00000000614,,gene
ENSEMBL:ENSACAG00000011733,ENSEMBL:ENSACAG00000011733,,gene
ENSEMBL:ENSGALG00000011209,EVL,,gene
ZP:0100535,"motor neuron facial nerve motor nucleus increased amount, abnormal",,phenotype
ZP:0012827,"sensory perception of sound process quality, abnormal",,phenotype
dictyBase:DDB_G0277849,dymA,,gene
ENSEMBL:ENSMMUG00000015803,ENSEMBL:ENSMMUG00000015803,,gene
MP:0004981,decreased neuronal precursor cell number,,phenotype
WormBase:WBGene00016798,ets-8,,gene
dictyBase:DDB_G0293752,psmD2,,gene
ZP:0102172,"caudal fin development process quality, abnormal",,phenotype
ZP:0003733,"peripheral neuron branchiness, abnormal",,phenotype
WormBase:WBGene00006536,tbb-1,,gene
ENSEMBL:ENSGALG00000034374,ENSEMBL:ENSGALG00000034374,,gene
ZFIN:ZDB-GENE-110919-2,il17ra3,,gene
ENSEMBL:ENSPTRG00000014075,ENSEMBL:ENSPTRG00000014075,,gene
ENSEMBL:ENSFCAG00000028502,ENSEMBL:ENSFCAG00000028502,,gene
HP:0010864,"Intellectual disability, severe",,phenotype
WBPhenotype:0000704,excretory canal morphology variant,,phenotype
MGI:1922391,Rasd2,,gene
PomBase:SPBC32F12.11,tdh1,,gene
MP:0000424,retarded hair growth,,phenotype
HP:0001700,Myocardial necrosis,,phenotype
ENSEMBL:ENSECAG00000018445,ENSEMBL:ENSECAG00000018445,,gene
HP:0001344,Absent speech,,phenotype
ENSEMBL:ENSSSCG00000016649,F1SJA8,,gene
ENSEMBL:ENSFCAG00000014170,ENSEMBL:ENSFCAG00000014170,,gene
WBPhenotype:0000965,somatic cell death variant,,phenotype
ENSEMBL:ENSGALG00000020249,ENSEMBL:ENSGALG00000020249,,gene
HGNC:6868,MAP6,,gene
WBPhenotype:0001819,pathogen load variant,,phenotype
MP:0005438,abnormal glycogen homeostasis,,phenotype
ZP:0137228,"synapse CaP motoneuron morphology, abnormal",,phenotype
ENSEMBL:ENSMMUG00000011769,ENSEMBL:ENSMMUG00000011769,,gene
MP:0004323,sternum hypoplasia,,phenotype
dictyBase:DDB_G0282009,DDB0229927,,gene
MONARCH:APO_0000307APO_0000005,anaerobic growth:absent,,phenotype
EnsemblGenome:AT4G11380,EnsemblGenome:AT4G11380,,gene
MP:0001713,decreased trophoblast giant cell number,,phenotype
ENSEMBL:ENSFCAG00000035181,ENSEMBL:ENSFCAG00000035181,,gene
ENSEMBL:ENSFCAG00000024404,ENSEMBL:ENSFCAG00000024404,,gene
WBPhenotype:0000122,post translational processing variant,,phenotype
HP:0012020,Right aortic arch,,phenotype
WormBase:WBGene00004811,skr-5,,gene
MP:0003448,abnormal tumor morphology,,phenotype
HGNC:14651,PPIH,,gene
ENSEMBL:ENSECAG00000024227,ENSEMBL:ENSECAG00000024227,,gene
ZFIN:ZDB-GENE-040426-1399,bag2,,gene
MGI:1915107,Ppp6c,,gene
WormBase:WBGene00008506,tkt-1,,gene
ENSEMBL:ENSFCAG00000025392,ENSEMBL:ENSFCAG00000025392,,gene
ENSEMBL:ENSECAG00000018337,ENSEMBL:ENSECAG00000018337,,gene
RGD:1598232,RT1-M6-1,,gene
ZP:0006341,"pronephric duct decreased thickness, abnormal",,phenotype
WBPhenotype:0001951,pachytene region organization variant,,phenotype
522,carvedilol,,drug
MP:0008862,asymmetric snout,,phenotype
HP:0012592,Albuminuria,,phenotype
ZP:0011149,"locomotor rhythm process quality, abnormal",,phenotype
FBcv:0002038,some die during pharate adult stage,,phenotype
ENSEMBL:ENSSSCG00000004074,OPRM1,,gene
WBPhenotype:0001657,cell junction variant,,phenotype
RGD:2364,Cltc,,gene
ENSEMBL:ENSMMUG00000016544,ENSEMBL:ENSMMUG00000016544,,gene
ENSEMBL:ENSECAG00000013971,ENSEMBL:ENSECAG00000013971,,gene
ENSEMBL:ENSCAFG00000016678,KPNB1,,gene
ZP:0004375,"pharyngeal arch cartilage morphology, abnormal",,phenotype
Xenbase:XB-GENE-6455928,snx21,,gene
MP:0001629,abnormal heart rate,,phenotype
ENSEMBL:ENSACAG00000000745,ENSEMBL:ENSACAG00000000745,,gene
EFO:0004345,corneal topography,,phenotype
WBPhenotype:0002312,turning frequency variant,,phenotype
FlyBase:FBgn0039386,CG5948,,gene
ENSEMBL:ENSACAG00000001366,ENSEMBL:ENSACAG00000001366,,gene
ZP:0009339,"pectoral fin morphogenesis process quality, abnormal",,phenotype
RGD:1308655,Lsm5,,gene
MP:0009267,abnormal cerebellum fissure morphology,,phenotype
ENSEMBL:ENSBTAG00000046468,ENSEMBL:ENSBTAG00000046468,,gene
MP:0008222,decreased hippocampal commissure size,,phenotype
SGD:S000003304,UPF3,,gene
ENSEMBL:ENSSSCG00000022896,CRMP1,,gene
WormBase:WBGene00001006,dlg-1,,gene
MP:0001186,pigmentation phenotype,,phenotype
ZP:0006340,"neuroepithelial cell retinal pigmented epithelium disorganized, abnormal",,phenotype
ENSEMBL:ENSBTAG00000019216,ENSEMBL:ENSBTAG00000019216,,gene
MGI:1891254,Bag2,,gene
MP:0001881,abnormal mammary gland physiology,,phenotype
MP:0005545,abnormal lens development,,phenotype
MGI:108498,Nbr1,,gene
PomBase:SPBP8B7.24c,atg8,,gene
MP:0005402,abnormal action potential,,phenotype
ZP:0005432,"atrium inverted, abnormal",,phenotype
NCBIGene:548377,cyp2c37,,gene
HP:0002205,Recurrent respiratory infections,,phenotype
MP:0009356,decreased liver triglyceride level,,phenotype
ZP:0000870,"ossification disrupted, abnormal",,phenotype
ENSEMBL:ENSGALG00000001768,ENSEMBL:ENSGALG00000001768,,gene
ENSEMBL:ENSBTAG00000045756,G3MX54,,gene
WBPhenotype:0000025,blistered,,phenotype
MGI:98351,Sod1,,gene
WBPhenotype:0001227,commissure absent,,phenotype
FlyBase:FBgn0020496,CtBP,,gene
MP:0020288,ectopic limbs,,phenotype
ENSEMBL:ENSMMUG00000010581,ENSEMBL:ENSMMUG00000010581,,gene
ZFIN:ZDB-GENE-060929-592,haus3,,gene
ENSEMBL:ENSMMUG00000004560,ENSEMBL:ENSMMUG00000004560,,gene
MP:0000208,decreased hematocrit,,phenotype
ZP:0003669,"sarcomerogenesis disrupted, abnormal",,phenotype
dictyBase:DDB_G0278867,DDB0206250,,gene
HP:0000682,Abnormal dental enamel morphology,,phenotype
HP:0001133,Constriction of peripheral visual field,,phenotype
MP:0030996,decreased pacinian corpuscle number,,phenotype
ZFIN:ZDB-GENE-030918-1,egfra,,gene
ZFIN:ZDB-GENE-090821-3,grm1b,,gene
ENSEMBL:ENSMODG00000005299,ENSEMBL:ENSMODG00000005299,,gene
MP:0011999,abnormal tail length,,phenotype
MP:0010019,liver vascular congestion,,phenotype
dictyBase:DDB_G0289541,vasp,,gene
ENSEMBL:ENSBTAG00000008033,ENSEMBL:ENSBTAG00000008033,,gene
MP:0006038,increased mitochondrial fission,,phenotype
Xenbase:XB-GENE-969573,vcp,,gene
MP:0005090,increased double-negative T cell number,,phenotype
ZP:0005610,"photoreceptor cell decreased amount, abnormal",,phenotype
HP:0045025,Narrow palpebral fissure,,phenotype
ENSEMBL:ENSECAG00000005863,ENSEMBL:ENSECAG00000005863,,gene
HGNC:17955,LAMTOR5,,gene
dictyBase:DDB_G0277865,ptpB,,gene
PomBase:SPAC4F8.07c,hxk2,,gene
HP:0012090,Abnormal pancreas morphology,,phenotype
ENSEMBL:ENSOANG00000037973,ENSEMBL:ENSOANG00000037973,,gene
ENSEMBL:ENSOANG00000042514,ENSEMBL:ENSOANG00000042514,,gene
MP:0006082,CNS inflammation,,phenotype
Xenbase:XB-GENE-964820,rpl13,,gene
HP:0100615,Ovarian neoplasm,,phenotype
MP:0006418,abnormal testis cord formation,,phenotype
MP:0010808,right-sided stomach,,phenotype
ZP:0004007,"nucleus eye aggregated, abnormal",,phenotype
MP:0008439,abnormal cortical plate morphology,,phenotype
HP:0008956,Proximal lower limb amyotrophy,,phenotype
MP:0009399,increased skeletal muscle fiber size,,phenotype
PomBase:SPBC1773.07c,sbp1,,gene
dbSNPIndividual:21199,46;XX/47;XX;+12;47;XX;+12[13]/46;XX[37] [GM02166],,genotype
MGI:87986,Akt1,,gene
ENSEMBL:ENSCAFG00000032609,ENSEMBL:ENSCAFG00000032609,,gene
ZP:0002310,"whole organism circling, abnormal",,phenotype
HP:0001944,Dehydration,,phenotype
HP:0001263,Global developmental delay,,phenotype
ENSEMBL:ENSECAG00000024936,ENSEMBL:ENSECAG00000024936,,gene
FlyBase:CG5669,FlyBase:CG5669,,gene
FlyBase:FBgn0010423,TpnC47D,,gene
MGI:1917592,Ptges2,,gene
ENSEMBL:ENSFCAG00000003183,ENSEMBL:ENSFCAG00000003183,,gene
ENSEMBL:ENSOANG00000012964,ENSEMBL:ENSOANG00000012964,,gene
MP:0005092,decreased double-positive T cell number,,phenotype
ZP:0000365,"sensory neuron trigeminal placode mislocalised anteriorly, abnormal",,phenotype
ENSEMBL:ENSPTRG00000046866,ENSEMBL:ENSPTRG00000046866,,gene
HP:0011195,EEG with focal sharp slow waves,,phenotype
MP:0008560,increased tumor necrosis factor secretion,,phenotype
ZFIN:ZDB-GENE-990415-258,sod1,,gene
WBPhenotype:0000762,spindle position defective early emb,,phenotype
ENSEMBL:ENSFCAG00000030009,ENSEMBL:ENSFCAG00000030009,,gene
HP:0040071,Abnormal morphology of ulna,,phenotype
RGD:1305206,Ipo4,,gene
ENSEMBL:ENSFCAG00000004171,ENSEMBL:ENSFCAG00000004171,,gene
WBPhenotype:0001430,lysosome organization biogenesis variant,,phenotype
1364,hexachlorophene,,drug
ENSEMBL:ENSSSCG00000037530,TACC2,,gene
ENSEMBL:ENSOANG00000048138,ENSEMBL:ENSOANG00000048138,,gene
ENSEMBL:ENSCAFG00000018510,LAMP2,,gene
MONARCH:APO_0000254APO_0000002,cell cycle progression in G2 phase:abnormal,,phenotype
ENSEMBL:ENSMMUG00000018420,ENSEMBL:ENSMMUG00000018420,,gene
ENSEMBL:ENSECAG00000022114,ENSEMBL:ENSECAG00000022114,,gene
HGNC:26433,ZMAT2,,gene
ZP:0011624,"eye decreased area, abnormal",,phenotype
ZP:0009073,"neuronal cell body rhombomere 7 mislocalised, abnormal",,phenotype
ENSEMBL:ENSOANG00000048512,ENSEMBL:ENSOANG00000048512,,gene
HP:0006855,Cerebellar vermis atrophy,,phenotype
ZP:0008390,"cell retinal neural layer aggregated, abnormal",,phenotype
ENSEMBL:ENSSSCG00000001229,LOC100513601,,gene
ENSEMBL:ENSMODG00000006427,ENSEMBL:ENSMODG00000006427,,gene
ENSEMBL:ENSFCAG00000037021,ENSEMBL:ENSFCAG00000037021,,gene
MGI:1934704,Rnf31,,gene
ZP:0018474,"peripheral neuron process quality axon guidance, abnormal",,phenotype
WormBase:WBGene00013464,Y67H2A.7,,gene
ZP:0005765,"lens morphogenesis in camera-type eye process quality, abnormal",,phenotype
ENSEMBL:ENSOANG00000006849,ENSEMBL:ENSOANG00000006849,,gene
MGI:1931052,Aldoart2,,gene
WBPhenotype:0000175,hypercontracted,,phenotype
RGD:1311201,Pabpc6,,gene
ENSEMBL:ENSFCAG00000014173,ENSEMBL:ENSFCAG00000014173,,gene
ZP:0003151,"facial ganglion decreased size, abnormal",,phenotype
ZP:0106398,"neurocranium decreased amount, abnormal",,phenotype
ENSEMBL:ENSGALG00000001947,ENSEMBL:ENSGALG00000001947,,gene
MP:0002837,dystrophic cardiac calcinosis,,phenotype
SGD:S000001917,ATG18,,gene
ENSEMBL:ENSMMUG00000050019,ENSEMBL:ENSMMUG00000050019,,gene
ENSEMBL:ENSGALG00000007441,MAP6,,gene
MP:0005390,skeleton phenotype,,phenotype
dictyBase:DDB_G0288065,cdcD,,gene
HGNC:20332,UPF3A,,gene
ENSEMBL:ENSBTAG00000020641,ENSEMBL:ENSBTAG00000020641,,gene
FlyBase:FBgn0086708,stv,,gene
WBPhenotype:0001860,endocytic recycling defective,,phenotype
NCBIGene:100494930,LOC100494930,,gene
MP:0020394,decreased neuronal precursor proliferation,,phenotype
FlyBase:FBgn0043364,cbt,,gene
RGD:1303120,Tacc1,,gene
ZP:0001021,"anterior/posterior pattern specification disrupted, abnormal",,phenotype
HP:0002162,Low posterior hairline,,phenotype
ENSEMBL:ENSACAG00000002265,ENSEMBL:ENSACAG00000002265,,gene
HP:0000766,Abnormal sternum morphology,,phenotype
249,astemizole,,drug
HP:0002063,Rigidity,,phenotype
ENSEMBL:ENSCAFG00000006921,RBCK1,,gene
HP:0001880,Eosinophilia,,phenotype
HGNC:9987,RFXANK,,gene
ENSEMBL:ENSMMUG00000018258,ENSEMBL:ENSMMUG00000018258,,gene
ZP:0002562,"whole organism increased curvature, abnormal",,phenotype
ZP:0002420,"blastoderm morphology, abnormal",,phenotype
ENSEMBL:ENSFCAG00000003902,ENSEMBL:ENSFCAG00000003902,,gene
MP:0000350,abnormal cell proliferation,,phenotype
ENSEMBL:ENSECAG00000006289,ENSEMBL:ENSECAG00000006289,,gene
EFO:0010638,atopic asthma,,phenotype
WBPhenotype:0001413,bacterially unswollen,,phenotype
FlyBase:FBgn0029676,HIP-R,,gene
ENSEMBL:ENSGALG00000003916,ENSEMBL:ENSGALG00000003916,,gene
MP:0020070,decreased neocortex volume,,phenotype
MONARCH:APO_0000076APO_0000003,mitochondrial transport:decreased,,phenotype
MGI:95931,H2-Q2,,gene
ENSEMBL:ENSPTRG00000005216,ENSEMBL:ENSPTRG00000005216,,gene
MP:0006257,abnormal fungiform papillae morphology,,phenotype
HP:0025032,Abnormality of digestive system physiology,,phenotype
MP:0002968,increased circulating alkaline phosphatase level,,phenotype
ENSEMBL:ENSACAG00000017945,ENSEMBL:ENSACAG00000017945,,gene
ENSEMBL:ENSSSCG00015047339,ENSEMBL:ENSSSCG00015047339,,gene
ZP:0101697,"anatomical region dorsal aorta absent, abnormal",,phenotype
ENSEMBL:ENSSSCG00000005441,ENSEMBL:ENSSSCG00000005441,,gene
ENSEMBL:ENSACAG00000003880,ENSEMBL:ENSACAG00000003880,,gene
MONARCH:APO_0000310APO_0000246,growth in exponential phase:increased rate,,phenotype
MGI:1351465,G3bp1,,gene
ENSEMBL:ENSECAG00000034395,ENSEMBL:ENSECAG00000034395,,gene
HP:0000954,Single transverse palmar crease,,phenotype
HP:0001256,"Intellectual disability, mild",,phenotype
ENSEMBL:ENSBTAG00000049584,ENSEMBL:ENSBTAG00000049584,,gene
HP:0003438,Absent Achilles reflex,,phenotype
dictyBase:DDB_G0292160,DDB_G0292160,,gene
WormBase:WBGene00194816,ZK616.61,,gene
WBPhenotype:0000089,alpha amanitin resistant,,phenotype
HP:0002529,Neuronal loss in central nervous system,,phenotype
GO:0005654,nucleoplasm,,molecular function
WormBase:WBGene00010622,K07A12.4,,gene
HP:0009792,Teratoma,,phenotype
ENSEMBL:ENSECAG00000028766,ENSEMBL:ENSECAG00000028766,,gene
MGI:5298846,Htt<tm1Hay>/Htt<+>; Tg(YAC72)2511Hay [involves: FVB/N],,genotype
MP:0000703,abnormal thymus morphology,,phenotype
ENSEMBL:ENSFCAG00000012426,ENSEMBL:ENSFCAG00000012426,,gene
ENSEMBL:ENSSSCG00000002904,HAUS5,,gene
Coriell:GM02165,NIGMS-GM02165,,biological artifact
Coriell:GM05534,NIGMS-GM05534,,biological artifact
Xenbase:XB-GENE-971601,ccdc126,,gene
ZFIN:ZDB-GENE-051113-168,golph3l,,gene
MP:0008470,abnormal spleen B cell follicle morphology,,phenotype
MP:0010912,herniated liver,,phenotype
MP:0001902,reduced NMDA-mediated synaptic currents,,phenotype
ZP:0005817,"eye photoreceptor cell decreased amount, abnormal",,phenotype
ENSEMBL:ENSECAG00000016158,ENSEMBL:ENSECAG00000016158,,gene
PomBase:SPBC11C11.02,imp2,,gene
ENSEMBL:ENSMODG00000003133,ENSEMBL:ENSMODG00000003133,,gene
MP:0002082,postnatal lethality,,phenotype
FlyBase:FBgn0085412,kmr,,gene
ENSEMBL:ENSSSCG00000027257,ENSEMBL:ENSSSCG00000027257,,gene
ZP:0102173,"dorsal fin development process quality, abnormal",,phenotype
ENSEMBL:ENSRNOG00000030224,A0A0G2K7M1,,gene
ENSEMBL:ENSOANG00000009712,ENSEMBL:ENSOANG00000009712,,gene
ZP:0003047,"cardiac ventricle hypertrophic, abnormal",,phenotype
HGNC:3211,EEF1D,,gene
ZFIN:ZDB-GENE-030131-7074,heyl,,gene
MP:0002109,abnormal limb morphology,,phenotype
WBPhenotype:0000170,precocious alae,,phenotype
ZP:0018640,"atrium increased distribution, abnormal",,phenotype
ENSEMBL:ENSECAG00000024299,ENSEMBL:ENSECAG00000024299,,gene
MP:0005386,behavior/neurological phenotype,,phenotype
MGI:1914410,Eef1g,,gene
MONARCH:APO_0000148APO_0000004,cold sensitivity:increased,,phenotype
MONARCH:APO_0000079APO_0000003,vacuolar transport:decreased,,phenotype
ENSEMBL:ENSACAG00000013769,ENSEMBL:ENSACAG00000013769,,gene
RGD:1595502,LOC680121,,gene
2266,primaquine,,drug
Xenbase:XB-GENE-493102,efr3a,,gene
MONARCH:APO_0000094APO_0000003,metabolism and growth:decreased,,phenotype
ENSEMBL:ENSPTRG00000020900,ENSEMBL:ENSPTRG00000020900,,gene
ZP:0137422,"swimming decreased linear velocity, abnormal",,phenotype
WormBase:WBGene00018886,npr-28,,gene
MGI:5635158,Tg(HTT*)NXwy [involves: FVB/NJ],,genotype
MP:0008805,decreased circulating amylase level,,phenotype
MP:0009395,increased nucleated erythrocyte cell number,,phenotype
ENSEMBL:ENSFCAG00000001566,ENSEMBL:ENSFCAG00000001566,,gene
ZFIN:ZDB-GENE-030131-6318,mbd1b,,gene
HGNC:2239,COPS3,,gene
MP:0003863,decreased aggression towards mice,,phenotype
MP:0003358,abnormal hypaxial muscle morphology,,phenotype
ENSEMBL:ENSECAG00000029708,ENSEMBL:ENSECAG00000029708,,gene
RGD:621761,Sumo2,,gene
MP:0013542,abnormal submandibular gland branching morphogenesis,,phenotype
MP:0001473,reduced long term potentiation,,phenotype
ENSEMBL:ENSCAFG00000015818,ACLY,,gene
ZP:0000382,"primary neuron tract of the postoptic commissure morphology, abnormal",,phenotype
EFO:0010700,reticulocyte measurement,,phenotype
dictyBase:DDB_G0275955,rabH,,gene
HP:0004444,Spherocytosis,,phenotype
HP:0002421,Poor head control,,phenotype
ENSEMBL:ENSCAFG00000014856,ENSEMBL:ENSCAFG00000014856,,gene
ENSEMBL:ENSCAFG00000017388,SMAD3,,gene
MGI:1924555,Wdr82,,gene
MP:0009342,enlarged gallbladder,,phenotype
ZFIN:ZDB-GENE-030131-2974,mtor,,gene
ZFIN:ZDB-GENE-030616-178,vat1,,gene
EFO:0007858,eye morphology measurement,,phenotype
WBPhenotype:0001693,male posterior alae,,phenotype
MP:0001515,abnormal grip strength,,phenotype
MGI:2388633,Cltc,,gene
MP:0003204,decreased neuron apoptosis,,phenotype
ZP:0011360,"retinal ganglion cell occurrence collateral sprouting in absence of injury, abnormal",,phenotype
ENSEMBL:ENSECAG00000011497,ENSEMBL:ENSECAG00000011497,,gene
ENSEMBL:ENSBTAG00000052456,OR10A5L,,gene
HP:0008843,Hip osteoarthritis,,phenotype
HP:0000772,Abnormality of the ribs,,phenotype
ENSEMBL:ENSCAFG00000006504,UPF3A,,gene
ZFIN:ZDB-GENE-040426-1961,dynll1,,gene
PomBase:SPBC106.03,SPBC106.03,,gene
SGD:S000003472,PFK1,,gene
MGI:1891698,Pnkp,,gene
HP:0002031,Abnormal esophagus morphology,,phenotype
ENSEMBL:ENSMODG00000007342,ENSEMBL:ENSMODG00000007342,,gene
ZP:0001277,"photoreceptor cell circular, abnormal",,phenotype
MP:0008146,asymmetric sternocostal joints,,phenotype
Xenbase:XB-GENE-999318,becn1,,gene
MONARCH:APO_0000110APO_0000117,competitive fitness:normal,,phenotype
Xenbase:XB-GENE-485923,hey2,,gene
ZFIN:ZDB-GENE-050913-57,rasd2,,gene
MP:0005469,abnormal thyroxine level,,phenotype
ENSEMBL:ENSCAFG00000000622,ENSEMBL:ENSCAFG00000000622,,gene
MP:0003961,decreased lean body mass,,phenotype
MGI:1346879,Map3k10,,gene
ENSEMBL:ENSOANG00000009024,ENSEMBL:ENSOANG00000009024,,gene
ENSEMBL:ENSXETG00000034817,plekhn1,,gene
ZFIN:ZDB-GENE-050417-441,ppp2caa,,gene
HP:0001159,Syndactyly,,phenotype
MGI:105047,Psmc5,,gene
ZFIN:ZDB-GENE-061013-29,cnot7,,gene
FlyBase:FBgn0040020,MED21,,gene
dictyBase:DDB_G0269262,rabT2,,gene
ZP:0010095,"neural tube shape, abnormal",,phenotype
MONARCH:APO_0000193APO_0000004,resistance to enzymatic treatment:increased,,phenotype
ZP:0103456,"cell detached from cell, abnormal",,phenotype
HP:0001642,Pulmonic stenosis,,phenotype
MGI:96748,Lamp2,,gene
MP:0004188,delayed embryo turning,,phenotype
ENSEMBL:ENSMODG00000025192,ENSEMBL:ENSMODG00000025192,,gene
ZP:0000339,"forebrain development disrupted, abnormal",,phenotype
MP:0011080,increased macrophage apoptosis,,phenotype
ENSEMBL:ENSOANG00000036573,ENSEMBL:ENSOANG00000036573,,gene
MP:0005329,abnormal myocardium layer morphology,,phenotype
Coriell:GM05560,NIGMS-GM05560,,biological artifact
MP:0030998,small pacinian corpuscles,,phenotype
HP:0030319,Weakness of facial musculature,,phenotype
MP:0008762,embryonic lethality,,phenotype
ZP:0000925,"ceratohyal cartilage aplastic, abnormal",,phenotype
WBPhenotype:0001725,cellular osmotic stress response variant,,phenotype
MP:0009393,abnormal resting posture,,phenotype
ENSEMBL:ENSBTAG00000018879,ZNF451,,gene
ZP:0006045,"heart contraction decreased frequency, abnormal",,phenotype
HP:0000486,Strabismus,,phenotype
dictyBase:DDB_G0292390,atg1,,gene
HP:0030434,Pilomatrixoma,,phenotype
WBPhenotype:0001947,diplotene progression during oogenesis variant,,phenotype
ZP:0000562,"thrombocyte decreased amount, abnormal",,phenotype
MP:0013294,prenatal lethality prior to heart atrial septation,,phenotype
ZP:0006625,"pharyngeal arch disorganized, abnormal",,phenotype
FBcv:0000382,non-suppressor of variegation,,phenotype
MP:0008673,decreased interleukin-13 secretion,,phenotype
WormBase:WBGene00004464,rpn-8,,gene
HP:0007328,Impaired pain sensation,,phenotype
MGI:3708786,Gm10358,,gene
ENSEMBL:ENSMODG00000002034,ENSEMBL:ENSMODG00000002034,,gene
Xenbase:XB-GENE-974453,tardbp,,gene
MP:0005659,decreased susceptibility to diet-induced obesity,,phenotype
FlyBase:FBgn0028695,Rpn1,,gene
ENSEMBL:ENSGALG00000003344,ENSEMBL:ENSGALG00000003344,,gene
MP:0005591,decreased vasodilation,,phenotype
ZP:0003875,"ciliary marginal zone decreased size, abnormal",,phenotype
ZFIN:ZDB-GENE-081104-199,rnf216,,gene
HGNC:9760,RAB11A,,gene
ENSEMBL:ENSSSCG00000028878,BCAR1,,gene
ZP:0012861,"actin cytoskeleton organization process quality, abnormal",,phenotype
ENSEMBL:ENSACAG00000017032,ENSEMBL:ENSACAG00000017032,,gene
ZFIN:ZDB-GENE-041114-105,trip10a,,gene
ENSEMBL:ENSOANG00000004185,ENSEMBL:ENSOANG00000004185,,gene
FlyBase:FBgn0046698,Pp1-Y2,,gene
MONARCH:APO_0000255APO_0000249,cell cycle progression in G1 phase:delayed,,phenotype
HGNC:28783,CMC1,,gene
ENSEMBL:ENSECAG00000007993,ENSEMBL:ENSECAG00000007993,,gene
RGD:1305022,Heyl,,gene
SGD:S000000545,GLK1,,gene
MGI:105922,Rpl13,,gene
ZP:0019993,"ventral region whole organism increased distribution, abnormal",,phenotype
ENSEMBL:ENSSSCG00000007617,ZNF655,,gene
ENSEMBL:ENSGALG00000008419,SEC13,,gene
ENSEMBL:ENSMODG00000039275,ENSEMBL:ENSMODG00000039275,,gene
MP:0012135,embryonic-extraembryonic boundary constriction,,phenotype
WBPhenotype:0001400,level of protein expression variant,,phenotype
ENSEMBL:ENSPTRG00000017626,ENSEMBL:ENSPTRG00000017626,,gene
MGI:3699093,Htt<tm1.1Tna>/Htt<tm1.1Tna> [involves: 129P2/OlaHsd * C57BL/6J],,genotype
ENSEMBL:ENSOANG00000003713,ENSEMBL:ENSOANG00000003713,,gene
ZFIN:ZDB-GENE-051202-2,grin1b,,gene
EnsemblGenome:AT4G14800,EnsemblGenome:AT4G14800,,gene
ZP:0020903,"neoplasm whole organism increased amount, abnormal",,phenotype
SGD:S000002324,CDC36,,gene
FlyBase:FBgn0002121,l(2)gl,,gene
MONARCH:APO_0000106APO_0000117,vegetative growth:normal,,phenotype
MP:0002048,increased lung adenoma incidence,,phenotype
EFO:0007627,airway imaging measurement,,phenotype
MP:0003253,dilated bile duct,,phenotype
ZP:0005877,"retinal photoreceptor layer aplastic, abnormal",,phenotype
FBcv:0002033,lethal - all die during embryonic stage,,phenotype
Xenbase:XB-GENE-949327,grin2b,,gene
ENSEMBL:ENSOANG00000043915,ENSEMBL:ENSOANG00000043915,,gene
MP:0001021,small L4 dorsal root ganglion,,phenotype
MP:0000709,enlarged thymus,,phenotype
MP:0001602,impaired myelopoiesis,,phenotype
MP:0009656,delayed chorioallantoic fusion,,phenotype
ENSEMBL:ENSBTAG00000012086,ENSEMBL:ENSBTAG00000012086,,gene
ZFIN:ZDB-GENE-050419-81,synm,,gene
ZP:0004939,"apoptotic process decreased occurrence, abnormal",,phenotype
Xenbase:XB-GENE-986079,plekha4,,gene
MP:0005326,abnormal podocyte morphology,,phenotype
ENSEMBL:ENSMMUG00000011906,ENSEMBL:ENSMMUG00000011906,,gene
HP:0002510,Spastic tetraplegia,,phenotype
HP:0000275,Narrow face,,phenotype
MGI:1913449,Commd4,,gene
MP:0008449,abnormal retinal cone cell outer segment morphology,,phenotype
ENSEMBL:ENSECAG00000024877,ENSEMBL:ENSECAG00000024877,,gene
ENSEMBL:ENSFCAG00000024999,ENSEMBL:ENSFCAG00000024999,,gene
ENSEMBL:ENSOANG00000001193,ENSEMBL:ENSOANG00000001193,,gene
MP:0003545,increased alcohol consumption,,phenotype
WormBase:WBGene00022463,elpc-1,,gene
MP:0008462,abnormal medium spiny neuron morphology,,phenotype
HGNC:30989,IFT20,,gene
HP:0002686,Prenatal maternal abnormality,,phenotype
ENSEMBL:ENSECAG00000006588,ENSEMBL:ENSECAG00000006588,,gene
ENSEMBL:ENSMODG00000006494,ENSEMBL:ENSMODG00000006494,,gene
FlyBase:FBgn0038571,CG7215,,gene
MP:0000702,enlarged lymph nodes,,phenotype
